Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOC AdjEM,SOC OppO,SOC OppD,NCSOS AdjEM
308,Saint Peter's,MAAC,4-24,-18.57,93.0,111.6,71.2,+.008,-2.42,100.8,103.2,-0.28
309,Grambling St.,SWAC,8-19,-18.91,97.3,116.2,74.0,+.006,-10.16,98.1,108.3,+13.81
310,Lipscomb,ind,4-21,-19.34,93.6,112.9,69.2,+.010,-5.02,101.0,106.0,-0.21
311,Texas Southern,SWAC,11-17,-19.56,94.6,114.1,67.8,+.079,-11.68,97.3,109.0,+6.25
312,Stony Brook,AE,6-22,-20.04,91.5,111.5,65.8,+.001,-7.78,98.0,105.8,-0.78
313,Loyola MD,MAAC,5-23,-20.27,86.7,106.9,65.7,+.015,-5.57,99.5,105.0,-9.33
314,Albany,AE,8-20,-20.29,87.0,107.3,62.7,+.039,-9.58,98.2,107.8,-4.05
315,Coppin St.,MEAC,5-24,-21.03,88.0,109.0,64.3,-.062,-8.41,98.6,107.0,-0.23
316,Morgan St.,MEAC,3-25,-21.23,90.0,111.3,70.1,-.019,-6.60,99.9,106.4,+4.43
317,Southern,SWAC,7-19,-21.56,93.9,115.5,72.5,-.003,-12.68,96.6,109.3,+2.68
318,Fairleigh Dickinson,NEC,4-25,-22.73,93.5,116.3,70.4,-.103,-11.34,97.1,108.4,-6.01
319,Prairie View A&M,SWAC,9-19,-23.35,89.6,112.9,73.9,+.076,-11.27,97.6,108.9,+4.98
320,Chicago St.,MCon,1-26,-24.56,89.5,114.1,69.5,-.027,+0.41,104.2,103.7,-0.16
321,LIU Brooklyn,NEC,5-22,-24.88,97.5,122.3,74.4,+.004,-8.83,98.6,107.4,+0.74
322,Liberty,BSth,3-24,-25.14,85.6,110.7,72.7,+.010,-8.27,98.3,106.6,-1.00
323,Nicholls St.,Slnd,1-25,-26.22,87.1,113.3,68.9,-.070,-2.55,101.1,103.7,+12.20
324,Arkansas Pine Bluff,SWAC,2-26,-28.85,82.2,111.1,75.5,-.014,-7.85,100.3,108.1,+12.23
325,Mount St. Mary's,NEC,3-24,-29.36,85.1,114.5,67.0,+.019,-10.49,97.9,108.4,-2.13
326,Morris Brown,ind,4-23,-29.95,85.1,115.1,67.6,+.044,-2.92,101.5,104.4,+0.32
327,Savannah St.,ind,2-24,-31.15,78.1,109.2,66.4,-.021,-5.21,100.5,105.8,-0.64
