Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOC AdjEM,SOC OppO,SOC OppD,NCSOS AdjEM
22,Pittsburgh,BE,27-10,+19.91,116.5,96.6,63.9,+.027,+9.52,107.8,98.3,-1.69
23,Arizona,P10,19-15,+19.14,116.4,97.3,63.5,-.079,+12.72,110.3,97.6,+8.75
24,Notre Dame,BE,25-8,+19.07,114.6,95.6,69.5,+.042,+6.88,107.5,100.6,-7.02
25,Gonzaga,WCC,25-8,+19.05,114.5,95.5,65.9,-.029,+2.57,104.0,101.5,+7.71
26,Kansas St.,B12,21-12,+18.90,114.2,95.3,69.7,-.049,+9.09,108.0,98.9,-2.73
27,Connecticut,BE,24-9,+18.90,115.2,96.3,67.1,-.001,+7.67,107.7,100.0,-1.27
28,USC,P10,21-12,+18.67,110.5,91.9,65.2,-.005,+11.18,109.7,98.5,+0.40
29,Indiana,B10,25-8,+18.43,114.6,96.1,66.2,+.037,+6.28,106.6,100.3,-2.30
30,Purdue,B10,25-9,+18.30,110.5,92.2,66.9,-.025,+6.41,106.2,99.7,-3.61
31,Ohio St.,B10,24-13,+17.79,110.2,92.4,64.0,-.027,+8.35,108.6,100.3,+4.38
32,New Mexico,MWC,24-9,+17.08,111.1,94.0,64.4,-.046,+1.13,104.0,102.9,-3.87
33,Mississippi St.,SEC,23-11,+16.77,108.2,91.5,66.6,-.043,+6.22,108.1,101.8,-1.48
34,Virginia Tech,ACC,21-14,+16.29,107.1,90.8,65.8,-.048,+7.41,107.9,100.5,-0.09
35,BYU,MWC,27-8,+15.76,107.4,91.7,67.8,+.027,+1.47,104.2,102.7,-4.23
36,Oregon,P10,18-14,+15.66,118.8,103.1,65.8,-.035,+10.56,108.9,98.4,+0.11
37,Miami FL,ACC,23-11,+15.38,112.5,97.1,65.8,-.003,+7.78,106.7,98.9,-5.55
38,Florida,SEC,24-12,+15.37,115.9,100.5,65.0,-.042,+3.13,105.1,102.0,-9.31
39,Nebraska,B12,20-13,+15.31,108.0,92.7,61.6,-.042,+6.19,106.4,100.2,-12.71
40,Arkansas,SEC,23-12,+15.19,111.4,96.2,66.5,+.008,+7.19,108.4,101.2,-0.61
41,Baylor,B12,21-11,+14.82,115.7,100.9,70.1,-.028,+7.58,106.9,99.3,-4.83
42,Saint Mary's,WCC,25-7,+14.66,109.2,94.6,66.4,+.030,+0.11,103.4,103.3,+2.34
43,Western Kentucky,SB,29-7,+14.60,111.9,97.3,68.2,-.021,-0.85,103.3,104.2,+1.69
44,Oklahoma,B12,23-12,+14.47,109.5,95.1,63.1,+.077,+9.45,108.3,98.9,-0.55
45,Saint Joseph's,A10,21-13,+14.32,115.1,100.8,64.0,-.069,+5.81,106.9,101.1,+1.34
46,Villanova,BE,22-13,+14.21,109.2,95.0,68.1,+.037,+9.14,108.9,99.8,-2.40
47,Syracuse,BE,21-14,+14.12,112.6,98.4,69.9,-.026,+7.96,107.8,99.9,+2.25
48,UNLV,MWC,27-8,+13.71,110.2,96.5,63.9,+.081,+3.10,104.3,101.2,-0.86
49,Arizona St.,P10,21-13,+13.62,110.2,96.6,61.2,+.010,+6.79,107.4,100.6,-9.79
50,Mississippi,SEC,24-11,+13.49,114.2,100.7,69.3,+.010,+5.66,106.7,101.0,-2.47
51,Illinois,B10,16-19,+13.47,107.5,94.0,61.0,-.119,+9.61,108.4,98.8,+3.40
52,Massachusetts,A10,25-11,+13.10,110.5,97.3,74.6,+.005,+5.26,107.3,102.0,+0.21
53,Georgia Tech,ACC,15-17,+13.10,114.5,101.4,68.6,-.077,+11.47,109.5,98.0,+6.56
54,Missouri,B12,16-16,+13.04,113.3,100.2,69.3,-.105,+8.57,107.1,98.6,-0.90
55,Kent St.,MAC,28-7,+13.04,107.8,94.8,65.1,+.075,+1.03,103.5,102.5,-0.11
56,Vanderbilt,SEC,26-8,+12.65,112.3,99.6,68.2,+.110,+5.20,107.4,102.2,-1.70
57,Temple,A10,21-13,+12.37,112.8,100.4,63.6,-.018,+6.08,107.4,101.3,+3.73
58,Illinois St.,MVC,25-10,+12.37,106.2,93.9,62.5,+.043,+4.12,106.5,102.4,-1.52
59,Florida St.,ACC,19-15,+12.26,108.7,96.4,64.8,-.035,+8.51,108.4,99.9,-1.40
60,Dayton,A10,23-11,+12.08,111.8,99.7,61.6,+.055,+5.31,106.5,101.2,-0.78
61,UAB,CUSA,23-11,+12.07,110.7,98.6,66.8,+.017,+2.74,104.3,101.6,-1.59
62,Southern Illinois,MVC,18-15,+12.04,105.7,93.7,61.1,-.033,+7.38,107.4,100.0,+8.06
63,Maryland,ACC,19-15,+11.99,107.1,95.1,69.9,-.044,+7.39,106.6,99.2,-2.75
64,Utah,MWC,18-15,+11.94,110.2,98.3,62.9,-.111,+5.24,106.0,100.8,+2.23
65,South Alabama,SB,26-7,+11.80,112.6,100.8,64.8,-.002,-2.07,103.1,105.2,+0.90
66,IUPUI,Sum,26-7,+11.68,116.5,104.8,60.9,-.019,-3.00,102.9,105.9,-1.34
67,California,P10,17-16,+11.51,115.8,104.3,67.8,-.013,+10.85,109.2,98.4,-2.47
68,VCU,CAA,24-8,+11.45,104.7,93.2,63.6,-.041,-1.67,102.4,104.0,+2.99
69,Washington,P10,16-17,+11.36,109.7,98.4,68.6,-.070,+9.10,108.7,99.6,-1.56
70,Minnesota,B10,20-14,+11.34,108.4,97.1,65.1,-.025,+5.28,105.5,100.2,-6.47
71,Houston,CUSA,24-10,+11.28,114.2,102.9,69.1,-.044,-0.90,102.2,103.1,-8.84
72,Rhode Island,A10,21-12,+11.20,115.1,103.9,69.6,-.059,+3.50,105.7,102.2,-1.83
73,Wake Forest,ACC,17-13,+10.82,107.7,96.9,68.8,-.016,+6.85,106.2,99.3,-4.68
74,Creighton,MVC,22-11,+10.80,108.7,97.9,65.5,+.049,+5.22,106.1,100.8,-2.82
75,Oklahoma St.,B12,17-16,+10.78,109.1,98.4,64.2,-.030,+9.94,108.6,98.6,-0.76
76,Akron,MAC,24-11,+10.48,110.9,100.4,62.8,-.009,+0.39,103.0,102.6,-4.22
77,Oral Roberts,Sum,24-9,+10.27,104.7,94.5,63.6,+.032,-0.01,105.4,105.4,+8.75
78,Kentucky,SEC,18-13,+10.01,107.8,97.8,62.4,+.010,+6.74,107.4,100.7,-3.13
79,Duquesne,A10,17-13,+9.97,108.9,99.0,73.4,-.086,+1.74,105.0,103.2,-3.00
80,George Mason,CAA,23-11,+9.68,110.7,101.0,61.6,-.010,-0.57,102.6,103.2,+2.28
81,Miami OH,MAC,17-16,+9.63,108.4,98.7,58.0,-.038,+6.42,106.4,100.0,+13.46
82,Tulsa,CUSA,25-14,+9.63,106.2,96.6,64.6,+.019,+1.24,104.2,103.0,-8.17
83,Texas Tech,B12,16-15,+9.60,107.7,98.1,67.6,+.014,+9.40,108.5,99.1,+0.33
84,Charlotte,A10,20-14,+9.53,104.6,95.1,66.8,-.006,+5.77,107.1,101.4,+2.45
85,Providence,BE,15-16,+9.40,110.1,100.8,66.3,-.025,+9.20,109.1,99.9,+0.87
86,Alabama,SEC,17-16,+9.20,110.9,101.7,66.7,-.055,+5.70,107.2,101.5,-2.55
87,Bradley,MVC,21-17,+9.05,111.8,102.7,68.5,-.022,+5.32,105.6,100.3,+0.54
88,Cal St. Fullerton,BW,24-9,+8.47,112.3,103.9,71.6,-.010,-3.95,101.5,105.5,-3.01
89,Missouri St.,MVC,17-16,+8.39,108.2,99.8,65.1,-.063,+4.86,105.8,100.9,+1.60
90,Virginia,ACC,17-16,+8.11,110.5,102.4,68.4,-.024,+6.21,106.8,100.6,-6.23
91,Georgia,SEC,17-17,+8.08,104.3,96.2,64.7,-.032,+7.55,108.5,101.0,-4.10
92,San Diego St.,MWC,20-13,+7.99,104.9,96.9,64.1,-.006,+3.21,104.5,101.2,-1.49
93,Siena,MAAC,23-11,+7.99,108.6,100.7,67.6,+.036,-1.41,104.1,105.5,+3.69
94,Western Michigan,MAC,20-12,+7.92,108.1,100.2,63.8,-.023,+0.60,103.7,103.1,+3.78
95,Ohio,MAC,20-13,+7.55,109.7,102.1,63.2,+.019,+2.40,104.3,101.9,+3.06
96,Stephen F. Austin,Slnd,26-6,+7.53,107.6,100.1,57.6,+.029,-5.90,98.6,104.5,-4.99
97,UCF,CUSA,16-15,+7.11,109.1,102.0,64.1,-.106,+1.20,103.8,102.6,-0.15
98,Southern Miss,CUSA,19-14,+6.98,108.3,101.3,63.3,-.030,+3.04,105.1,102.1,-1.58
99,UNC Greensboro,SC,19-12,+6.96,108.1,101.2,64.6,+.014,+0.04,104.1,104.1,+3.59
100,New Mexico St.,WAC,21-14,+6.85,108.1,101.3,69.7,-.060,-2.20,103.5,105.7,+4.00
101,Nevada,WAC,21-12,+6.59,108.5,101.9,67.2,+.013,+0.09,104.8,104.7,+5.58
102,Cincinnati,BE,13-19,+6.58,104.8,98.2,63.5,-.006,+9.65,109.0,99.3,+1.57
103,Cleveland St.,Horz,21-13,+6.58,103.3,96.7,64.7,+.035,+3.23,105.5,102.3,+3.54
104,Winthrop,BSth,22-12,+6.38,99.5,93.1,61.6,-.000,-1.01,105.1,106.1,+7.81
105,Boston College,ACC,14-17,+6.37,108.9,102.6,64.2,-.015,+7.87,107.9,100.0,-4.02
106,South Carolina,SEC,14-18,+6.10,109.1,103.0,64.7,-.086,+6.41,108.0,101.6,-2.69
107,Seton Hall,BE,17-15,+6.00,110.5,104.5,69.2,+.040,+5.69,106.5,100.8,-5.30
108,UTEP,CUSA,19-14,+5.74,106.7,100.9,70.9,-.013,+1.46,103.6,102.2,-3.53
109,Utah St.,WAC,24-11,+5.70,114.6,108.9,62.9,+.038,-3.25,101.8,105.0,-3.06
110,North Carolina St.,ACC,15-16,+5.65,107.6,101.9,62.7,+.043,+9.18,108.6,99.4,-1.93
111,South Florida,BE,12-19,+5.41,107.4,102.0,63.4,-.098,+6.71,106.7,100.0,-0.93
112,Portland St.,BSky,23-10,+5.40,108.6,103.2,66.3,+.062,-3.50,102.7,106.2,+3.95
113,Illinois Chicago,Horz,18-15,+5.34,104.8,99.5,65.7,-.015,+2.20,104.0,101.8,+4.11
114,DePaul,BE,11-19,+5.28,111.8,106.6,65.7,-.031,+9.36,108.6,99.3,+1.30
115,LSU,SEC,13-18,+5.20,104.9,99.7,65.6,-.080,+6.41,106.9,100.4,-1.03
116,Wright St.,Horz,21-10,+5.04,104.0,98.9,59.7,+.064,+0.47,104.4,103.9,+0.07
117,UC Santa Barbara,BW,23-9,+4.93,102.3,97.3,65.2,+.062,-3.76,102.4,106.1,-3.52
118,Old Dominion,CAA,18-16,+4.90,106.5,101.6,63.0,-.034,+0.83,102.8,102.0,+5.29
119,Valparaiso,Horz,22-14,+4.70,107.9,103.2,65.7,+.049,+2.15,104.3,102.1,+0.35
120,San Diego,WCC,22-14,+4.64,101.6,97.0,63.0,+.045,+1.43,104.3,102.9,+2.61
121,Northern Iowa,MVC,18-14,+4.62,105.9,101.3,59.2,+.041,+3.86,104.9,101.0,-3.31
122,Rider,MAAC,23-11,+4.62,108.2,103.6,68.7,+.010,-3.33,101.7,105.1,-3.96
123,Cornell,Ivy,22-6,+4.41,110.1,105.7,67.9,+.086,-6.93,99.1,106.0,-3.59
124,Iowa St.,B12,14-18,+4.38,101.7,97.4,64.1,-.015,+8.14,107.5,99.3,-4.74
125,Colorado,B12,12-20,+4.29,104.7,100.4,60.9,-.066,+8.94,107.5,98.6,-2.23
126,Boise St.,WAC,25-9,+3.89,108.7,104.8,70.7,+.085,-2.64,103.3,105.9,-3.36
127,UMBC,AE,24-9,+3.86,113.2,109.3,63.7,+.057,-4.31,100.7,105.0,+2.68
128,Georgia Southern,SC,20-12,+3.82,106.0,102.2,69.0,+.019,-0.34,104.1,104.4,+3.83
129,Belmont,ASun,25-9,+3.53,109.7,106.2,68.6,+.075,-5.21,100.9,106.1,+0.51
130,Penn St.,B10,15-16,+3.48,107.7,104.2,63.5,+.030,+6.66,106.2,99.6,-4.80
131,Cal St. Northridge,BW,20-10,+3.43,102.2,98.7,72.2,+.023,-3.53,102.5,106.0,-1.94
132,Indiana St.,MVC,15-16,+3.20,105.9,102.7,64.3,+.041,+6.27,106.9,100.6,+2.21
133,North Texas,SB,20-11,+3.11,105.9,102.8,68.0,-.024,-3.74,102.8,106.6,-1.79
134,Brown,Ivy,19-10,+3.07,108.9,105.8,61.1,+.042,-4.49,102.1,106.6,+0.79
135,Niagara,MAAC,19-10,+2.92,106.7,103.7,69.9,+.025,-2.32,102.8,105.1,+0.21
136,North Dakota St.,Sum,16-13,+2.88,107.0,104.1,67.0,-.065,-2.23,103.5,105.8,+1.44
137,Michigan,B10,10-22,+2.70,104.4,101.7,64.1,-.037,+9.46,107.9,98.5,+4.56
138,Sam Houston St.,Slnd,23-8,+2.70,96.5,93.8,67.6,+.022,-5.37,99.5,104.9,-2.60
139,Marshall,CUSA,16-14,+2.56,106.2,103.6,62.9,-.007,+1.62,103.6,102.0,-1.85
140,St. John's,BE,11-19,+2.44,98.6,96.2,63.9,-.011,+8.27,108.1,99.9,-1.57
141,Appalachian St.,SC,18-13,+2.41,105.8,103.4,65.3,+.003,-0.75,103.6,104.4,+1.15
142,Oakland,Sum,17-14,+2.39,111.7,109.3,67.1,-.016,-0.33,104.6,104.9,+6.76
143,Pacific,BW,21-10,+2.36,107.1,104.7,63.7,+.046,-4.38,101.2,105.6,-3.77
144,Robert Morris,NEC,26-8,+2.27,103.3,101.1,69.0,+.076,-7.01,99.5,106.5,-3.12
145,Green Bay,Horz,15-15,+2.02,107.1,105.1,65.4,+.019,+2.27,104.7,102.4,+2.54
146,Iowa,B10,13-19,+2.01,98.8,96.8,58.8,-.023,+4.88,106.3,101.4,-7.20
147,La Salle,A10,15-17,+1.93,107.4,105.5,68.9,-.004,+3.33,105.6,102.3,-2.17
148,Marist,MAAC,18-14,+1.92,106.3,104.4,63.3,+.018,-0.41,103.4,103.8,+4.00
149,Auburn,SEC,14-16,+1.92,109.8,107.8,65.1,+.008,+3.75,105.7,101.9,-8.97
150,American,Pat,21-12,+1.67,107.9,106.3,60.4,+.045,-4.23,99.9,104.1,-2.17
151,Richmond,A10,16-15,+1.48,101.4,99.9,61.5,+.103,+3.46,106.2,102.7,-2.06
152,Northern Arizona,BSky,21-11,+1.43,105.6,104.2,66.2,+.048,-4.70,101.6,106.3,-0.79
153,Northeastern,CAA,14-17,+1.42,103.2,101.7,61.4,-.043,+0.95,103.5,102.5,+7.70
154,Wichita St.,MVC,11-20,+1.41,104.3,102.8,60.5,-.070,+3.82,105.8,102.0,-2.09
155,Santa Clara,WCC,15-16,+1.34,100.9,99.6,59.7,-.065,-0.53,103.3,103.9,+0.59
156,Air Force,MWC,16-14,+1.18,100.9,99.7,56.3,-.007,+0.17,102.8,102.6,-10.09
157,Saint Louis,A10,16-15,+0.95,100.9,100.0,58.4,+.067,+4.19,106.4,102.2,-1.53
158,Chattanooga,SC,18-13,+0.89,102.4,101.5,72.0,+.049,+0.07,104.3,104.2,+5.82
159,Fordham,A10,12-17,+0.69,103.2,102.5,61.8,-.029,+5.01,106.6,101.6,-1.06
160,Lamar,Slnd,19-11,+0.56,108.1,107.6,69.9,-.003,-4.57,99.1,103.7,+1.45
161,UC Irvine,BW,18-16,+0.48,104.2,103.8,62.8,-.028,-2.21,102.3,104.5,+0.57
162,UNC Wilmington,CAA,20-13,+0.35,108.2,107.9,66.5,+.060,-2.79,101.4,104.2,-5.62
163,Loyola MD,MAAC,19-14,+0.08,108.1,108.0,64.7,+.052,-3.03,101.9,104.9,-3.35
164,Tulane,CUSA,17-15,-0.13,102.1,102.2,63.5,+.074,+1.68,104.3,102.6,-1.87
165,Middle Tennessee,SB,17-15,-0.16,104.9,105.1,62.1,+.065,-0.54,104.6,105.1,+3.67
166,College of Charleston,SC,16-17,-0.21,106.7,106.9,65.8,-.024,-1.06,103.9,104.9,+3.37
167,Milwaukee,Horz,14-16,-0.26,100.7,100.9,67.0,+.035,+2.19,104.3,102.2,+4.10
168,Austin Peay,OVC,24-11,-0.30,104.6,104.9,65.5,+.086,-6.35,102.5,108.8,+5.19
169,Morgan St.,MEAC,22-11,-1.01,100.0,101.0,64.7,+.015,-9.48,98.3,107.7,+1.01
170,Holy Cross,Pat,15-14,-1.03,101.3,102.3,59.6,-.014,-2.88,101.5,104.4,-0.82
171,George Washington,A10,9-17,-1.10,100.9,102.0,63.4,-.057,+5.51,107.4,101.9,-0.23
172,UNC Asheville,BSth,23-10,-1.21,107.2,108.4,64.4,+.100,-5.78,101.1,106.9,-1.34
173,Mount St. Mary's,NEC,19-15,-1.32,99.3,100.6,66.1,+.014,-5.35,101.6,106.9,-0.05
174,East Tennessee St.,ASun,19-13,-1.38,103.9,105.3,71.3,+.066,-3.07,102.0,105.1,+3.82
175,Vermont,AE,16-15,-1.73,101.0,102.7,68.8,-.055,-5.82,101.4,107.2,-3.43
176,Albany,AE,15-15,-1.82,103.1,104.9,63.4,-.063,-5.85,100.2,106.1,-2.33
177,TCU,MWC,14-16,-1.87,100.7,102.5,66.7,-.018,+0.09,101.9,101.8,-13.31
178,Central Michigan,MAC,14-17,-2.06,103.1,105.2,67.9,+.082,+2.54,104.3,101.8,+7.64
179,New Orleans,SB,19-13,-2.07,104.7,106.7,68.2,+.048,-3.36,101.8,105.2,-5.63
180,UT Arlington,Slnd,21-12,-2.31,101.3,103.6,68.6,+.045,-4.81,99.5,104.3,-5.90
181,Buffalo,MAC,10-20,-2.46,100.6,103.1,71.2,-.104,+0.96,103.7,102.8,-2.09
182,Eastern Michigan,MAC,14-17,-2.48,104.7,107.2,62.4,-.000,-1.21,103.1,104.3,-1.79
183,Rutgers,BE,11-20,-2.52,96.2,98.8,64.6,+.022,+5.88,106.7,100.8,-8.11
184,Elon,SC,14-19,-2.63,98.0,100.6,61.8,+.001,+0.21,104.3,104.1,+4.35
185,Lafayette,Pat,15-15,-2.64,106.5,109.2,68.6,-.036,-4.88,99.2,104.1,-4.96
186,Weber St.,BSky,16-14,-2.72,99.6,102.4,63.9,+.012,-5.06,102.0,107.0,+0.04
187,High Point,BSth,17-14,-2.76,103.3,106.0,61.9,-.077,-6.36,100.5,106.8,-2.78
188,Gardner Webb,ASun,16-16,-2.97,103.6,106.6,70.1,-.037,-5.49,100.4,105.9,+1.90
189,William & Mary,CAA,17-16,-2.99,100.3,103.3,61.4,+.053,-1.04,102.2,103.2,-2.13
190,Fresno St.,WAC,13-19,-3.02,98.8,101.8,66.6,-.096,-2.72,103.1,105.8,-2.46
191,Northwestern,B10,8-22,-3.20,105.3,108.5,61.0,-.059,+8.25,107.4,99.1,-3.39
192,Colgate,Pat,18-14,-3.20,98.1,101.3,63.9,+.038,-5.71,100.2,105.9,-6.27
193,Arkansas Little Rock,SB,20-11,-3.28,95.0,98.3,64.7,+.092,-5.46,101.0,106.5,-9.11
194,Wyoming,MWC,12-18,-3.32,100.8,104.1,68.6,-.018,+2.35,104.3,102.0,-2.74
195,Louisiana Lafayette,SB,15-15,-3.42,97.6,101.0,63.5,+.035,-2.34,103.4,105.8,+2.16
196,Montana,BSky,14-16,-3.52,106.9,110.4,62.2,-.080,-3.97,101.9,105.8,+2.41
197,Lipscomb,ASun,15-16,-3.59,101.3,104.9,66.2,-.077,-6.32,99.8,106.1,-2.59
198,IPFW,Sum,13-18,-3.85,100.5,104.4,65.6,-.006,+1.56,105.0,103.5,+13.11
199,Loyola Chicago,Horz,12-19,-3.88,100.1,104.0,60.3,+.037,+2.28,104.3,102.0,+1.49
200,Navy,Pat,16-14,-3.92,101.5,105.4,73.3,-.069,-8.48,97.3,105.7,-11.64
201,Central Connecticut,NEC,14-16,-3.96,104.3,108.3,62.5,-.070,-6.62,100.5,107.1,-3.13
202,Murray St.,OVC,18-13,-3.97,104.3,108.3,63.8,-.023,-8.80,100.8,109.6,+4.03
203,Wofford,SC,16-16,-4.05,106.7,110.8,61.2,+.034,+1.17,104.0,102.9,+11.09
204,Bowling Green,MAC,13-17,-4.30,100.5,104.8,63.7,+.050,+0.84,103.9,103.1,-0.86
205,Liberty,BSth,16-16,-4.55,103.6,108.2,62.3,-.063,-6.02,101.8,107.8,-3.33
206,Alabama St.,SWAC,20-11,-4.55,102.0,106.5,64.3,-.034,-13.98,94.8,108.8,+5.71
207,Delaware,CAA,14-17,-4.57,97.7,102.3,64.9,+.056,-0.86,101.7,102.6,+1.63
208,Southeastern Louisiana,Slnd,17-13,-4.59,95.9,100.5,64.1,+.002,-4.98,99.5,104.5,-0.17
209,Sacred Heart,NEC,18-14,-4.74,101.7,106.4,67.9,+.043,-6.52,100.1,106.6,-2.31
210,Fairfield,MAAC,14-16,-4.97,105.2,110.1,60.5,+.073,-1.15,103.1,104.3,+2.24
211,Jacksonville,ASun,18-13,-5.02,102.1,107.1,66.1,+.089,-5.98,100.0,106.0,+5.48
212,Hampton,MEAC,18-12,-5.15,94.4,99.6,66.5,+.012,-9.14,97.6,106.8,+2.03
213,LIU Brooklyn,NEC,15-15,-5.17,100.6,105.8,69.4,-.024,-7.44,99.4,106.8,-6.90
214,Hofstra,CAA,12-18,-5.17,97.9,103.0,67.2,-.001,-2.29,101.5,103.7,-1.97
215,Utah Valley St.,ind,15-14,-5.22,105.0,110.2,60.6,-.045,-6.71,100.2,107.0,-0.53
216,James Madison,CAA,13-17,-5.33,103.9,109.3,68.6,-.029,-3.45,101.6,105.0,-8.35
217,Evansville,MVC,9-21,-5.47,98.8,104.3,62.8,-.044,+3.48,105.6,102.2,-7.24
218,St. Bonaventure,A10,8-22,-5.58,104.7,110.2,64.8,-.058,+2.25,104.7,102.5,-3.98
219,Iona,MAAC,12-20,-5.70,95.2,100.9,66.3,-.026,-2.49,103.0,105.5,-0.45
220,Southern Utah,Sum,11-19,-5.82,102.2,108.0,64.7,+.027,-1.39,104.2,105.6,+1.64
221,Toledo,MAC,11-19,-5.85,94.1,99.9,64.3,+.084,+3.89,106.0,102.1,+7.92
222,Youngstown St.,Horz,9-21,-5.88,97.9,103.8,67.2,+.013,+3.76,105.2,101.4,+5.45
223,Florida Atlantic,SB,15-18,-5.88,102.7,108.6,68.6,+.029,-4.02,101.2,105.2,-5.96
224,Binghamton,AE,14-16,-5.89,100.0,105.9,62.3,-.018,-5.84,101.5,107.4,-3.08
225,East Carolina,CUSA,11-19,-6.08,103.8,109.9,65.2,-.036,+1.09,103.5,102.5,-3.11
226,Boston University,AE,14-17,-6.08,97.2,103.3,63.1,+.010,-4.37,101.9,106.3,+0.53
227,Pepperdine,WCC,11-21,-6.39,99.9,106.3,72.7,-.008,+1.33,104.0,102.6,+3.35
228,Wagner,NEC,23-8,-6.44,97.1,103.6,67.4,+.226,-8.81,99.5,108.3,-7.79
229,Tennessee St.,OVC,15-17,-6.76,104.1,110.8,68.6,-.019,-6.32,102.1,108.4,+10.98
230,Montana St.,BSky,15-15,-6.95,104.8,111.8,66.4,+.015,-4.18,101.3,105.5,-0.33
231,Hawaii,WAC,11-19,-7.02,102.2,109.2,66.8,-.054,-3.48,101.6,105.1,-4.96
232,Yale,Ivy,13-15,-7.15,99.9,107.1,65.4,+.019,-4.77,101.4,106.2,+1.17
233,Denver,SB,11-19,-7.16,98.4,105.5,55.2,-.042,-1.93,102.9,104.8,-0.58
234,Ball St.,MAC,6-24,-7.21,95.7,102.9,61.1,-.048,+1.36,104.1,102.7,+4.12
235,Northern Colorado,BSky,13-16,-7.22,100.0,107.3,67.7,-.011,-4.78,101.3,106.1,-1.42
236,McNeese St.,Slnd,13-16,-7.26,96.6,103.8,65.2,+.004,-2.46,100.8,103.3,+4.78
237,Quinnipiac,NEC,15-15,-7.37,104.8,112.2,66.6,+.025,-7.16,99.3,106.4,-5.23
238,Manhattan,MAAC,12-19,-7.41,101.8,109.3,66.0,-.061,-4.72,100.6,105.4,-8.85
239,Troy,SB,12-19,-7.42,104.5,111.9,70.2,-.030,-1.83,103.2,105.1,-3.63
240,Towson,CAA,13-18,-7.45,99.2,106.7,65.5,+.039,-2.97,101.4,104.4,-4.45
241,Bucknell,Pat,12-19,-7.46,95.8,103.3,62.2,+.048,-2.53,101.8,104.3,-1.12
242,Nicholls St.,Slnd,10-21,-7.52,94.9,102.4,64.8,-.045,-0.72,102.8,103.5,+7.30
243,Western Carolina,SC,10-21,-7.58,98.6,106.1,63.3,-.040,-0.50,104.1,104.6,+1.44
244,Texas Pan American,ind,18-13,-7.73,105.5,113.2,62.6,-.005,-9.72,97.8,107.5,-4.81
245,Hartford,AE,18-16,-7.73,102.4,110.1,66.5,+.116,-5.23,100.5,105.8,-2.54
246,Oregon St.,P10,6-25,-7.91,95.3,103.3,65.1,-.051,+7.87,108.7,100.8,-11.14
247,Tennessee Martin,OVC,17-16,-8.10,106.1,114.2,68.1,+.026,-7.99,100.2,108.2,+4.93
248,Eastern Washington,BSky,11-19,-8.11,96.3,104.4,64.0,-.032,-2.47,102.5,104.9,+5.02
249,Tennessee Tech,OVC,13-19,-8.17,99.9,108.1,69.9,-.086,-7.20,101.1,108.3,+3.02
250,Lehigh,Pat,14-15,-8.26,96.6,104.8,64.2,+.025,-6.99,98.8,105.8,-9.38
251,Detroit,Horz,7-23,-8.32,100.7,109.0,60.3,-.061,+1.91,104.2,102.3,-0.65
252,Georgia St.,CAA,9-21,-8.47,98.3,106.8,62.2,-.016,-2.80,101.4,104.2,-5.32
