Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOC AdjEM,SOC OppO,SOC OppD,NCSOS AdjEM
252,Kennesaw St.,ASun,14-18,-7.52,102.6,110.1,69.4,+.000,-4.81,103.6,108.4,-3.58
253,LIU Brooklyn,NEC,20-12,-7.52,100.2,107.7,67.0,+.081,-9.66,98.6,108.3,-5.33
254,St. Francis PA,NEC,17-17,-7.61,102.1,109.7,70.3,-.001,-7.98,100.1,108.0,-1.18
255,North Florida,ASun,15-19,-7.64,101.8,109.5,69.9,+.025,-0.46,105.9,106.4,+6.82
256,Niagara,MAAC,10-23,-7.90,101.4,109.3,69.1,-.067,-3.63,103.0,106.6,-4.72
257,Tennessee Tech,OVC,12-20,-8.03,98.9,107.0,68.3,-.058,-3.33,103.5,106.9,-2.60
258,Drake,MVC,7-24,-8.17,103.0,111.1,69.7,-.083,+0.96,104.0,103.1,-3.43
259,Milwaukee,Horz,11-24,-8.37,99.9,108.3,62.5,-.023,-1.39,104.2,105.6,+2.15
260,San Diego,WCC,13-18,-8.38,100.0,108.4,63.3,+.058,-0.88,104.0,104.8,-6.68
261,Cal St. Fullerton,BW,17-15,-8.54,97.0,105.5,68.8,+.021,-8.88,100.0,108.9,-8.14
262,Louisiana Monroe,SB,9-24,-8.54,98.3,106.8,65.0,-.116,-1.53,103.6,105.1,-3.54
263,Cornell,Ivy,8-21,-8.67,99.7,108.4,69.7,-.032,-0.48,105.3,105.8,+1.71
264,Oregon St.,P12,5-27,-8.72,97.0,105.8,64.6,-.067,+5.87,108.2,102.4,-5.07
265,Seattle,WAC,13-17,-8.75,96.0,104.7,67.6,-.023,-4.29,101.6,105.9,-6.58
266,Robert Morris,NEC,14-19,-8.77,91.6,100.4,68.8,+.032,-5.36,101.3,106.6,+3.99
267,Fairleigh Dickinson,NEC,11-19,-8.78,103.1,111.9,69.0,-.050,-5.02,100.5,105.6,+7.64
268,Colgate,Pat,10-22,-8.85,98.8,107.6,65.1,-.013,-2.84,102.6,105.4,-1.04
269,Hawaii,BW,14-16,-8.98,97.0,106.0,67.1,-.012,-8.18,99.2,107.4,-5.89
270,High Point,BSth,15-16,-9.22,98.9,108.1,65.7,-.004,-6.40,101.1,107.5,-0.27
271,Florida Atlantic,CUSA,10-20,-9.33,98.6,107.9,68.9,-.037,-2.70,103.2,105.9,-1.66
272,Eastern Kentucky,OVC,12-19,-9.44,98.4,107.9,67.6,+.015,-1.89,104.8,106.7,+0.22
273,Saint Louis,A10,12-21,-9.58,95.4,105.0,63.5,+.082,+0.81,105.2,104.4,-5.01
274,Appalachian St.,SB,9-21,-9.61,99.5,109.2,70.5,-.039,-0.76,103.9,104.7,-0.49
275,Jacksonville,ASun,17-16,-9.61,102.3,111.9,67.9,+.002,-7.85,102.4,110.3,-9.11
276,FIU,CUSA,7-24,-9.62,102.9,112.5,65.0,-.171,-3.96,102.0,105.9,-4.87
277,Brown,Ivy,13-17,-9.84,104.1,114.0,71.3,+.017,-5.52,101.3,106.8,-9.67
278,Campbell,BSth,19-18,-10.04,100.4,110.4,65.7,+.029,-7.98,101.3,109.3,-5.63
279,Miami OH,MAC,11-21,-10.05,95.9,106.0,68.6,+.052,-2.31,104.3,106.7,-6.71
280,Portland,WCC,11-22,-10.24,98.7,108.9,65.8,+.011,+0.86,105.0,104.1,-3.81
281,Bryant,NEC,12-20,-10.27,101.7,112.0,69.1,-.014,-6.34,100.6,107.0,+3.00
282,Youngstown St.,Horz,13-21,-10.29,102.6,112.9,71.7,+.077,-2.30,103.2,105.5,-1.84
283,Northern Colorado,BSky,11-18,-10.33,96.6,106.9,68.5,-.027,-4.29,103.9,108.2,+8.65
284,Cal St. Northridge,BW,11-19,-10.47,104.1,114.6,72.7,-.032,-6.13,99.9,106.0,+0.49
285,Alcorn St.,SWAC,18-14,-10.50,95.5,106.0,67.8,+.048,-11.09,98.1,109.2,+11.03
286,NJIT,ASun,11-20,-10.55,98.7,109.2,67.6,+.029,-3.43,104.6,108.1,-0.42
287,Manhattan,MAAC,10-22,-10.64,97.0,107.6,68.9,-.000,-2.38,103.6,106.0,-0.96
288,The Citadel,SC,12-21,-11.03,105.5,116.5,79.7,+.023,-1.63,104.7,106.3,-2.45
289,Austin Peay,OVC,11-19,-11.08,106.2,117.3,70.0,+.040,-2.03,104.6,106.6,+2.82
290,Delaware,CAA,13-20,-11.12,97.3,108.5,64.8,+.089,-0.10,106.4,106.5,-3.17
291,Sacramento St.,BSky,13-18,-11.24,100.9,112.2,65.5,+.045,-5.52,102.8,108.3,+1.68
292,South Florida,Amer,7-23,-11.28,96.4,107.7,68.8,-.021,+1.34,104.1,102.8,-7.82
293,Northwestern St.,Slnd,13-16,-11.40,101.1,112.5,71.3,+.028,-5.18,101.4,106.6,+6.99
294,Quinnipiac,MAAC,10-21,-11.44,101.6,113.0,73.2,+.027,-3.24,102.8,106.0,-3.67
295,UMass Lowell,AE,11-20,-11.50,104.3,115.8,71.8,-.036,-6.60,101.0,107.6,-6.75
296,Radford,BSth,14-18,-11.70,96.1,107.8,64.0,+.060,-4.34,103.4,107.7,+8.30
297,Western Illinois,Sum,8-20,-11.75,97.1,108.9,68.8,-.035,-1.91,105.0,106.9,-2.98
298,Abilene Christian,Slnd,13-16,-11.86,97.0,108.8,65.8,+.049,-5.96,101.7,107.6,+1.15
299,Norfolk St.,MEAC,17-17,-11.92,94.2,106.1,68.8,+.069,-9.52,99.7,109.2,+6.02
300,UT Rio Grande Valley,WAC,10-22,-12.02,100.9,112.9,73.9,-.037,-2.80,102.0,104.8,-3.00
301,Sacred Heart,NEC,13-19,-12.12,97.6,109.7,71.1,+.018,-8.68,99.2,107.9,-5.34
302,Detroit,Horz,8-23,-12.21,102.3,114.5,72.6,+.016,-1.37,103.7,105.1,+2.32
303,Pepperdine,WCC,9-22,-12.26,102.0,114.2,68.5,+.026,+1.03,105.6,104.6,-1.67
304,Incarnate Word,Slnd,12-17,-12.61,101.7,114.3,71.8,+.032,-5.24,101.2,106.5,+4.08
305,Dartmouth,Ivy,7-20,-12.89,99.2,112.1,67.4,+.032,-3.06,102.4,105.4,-4.48
306,Cal Poly,BW,11-20,-12.93,100.1,113.0,65.3,+.013,-4.19,100.7,104.9,+2.74
307,American,Pat,8-22,-12.94,95.2,108.1,64.3,-.017,-4.21,101.6,105.8,-4.47
308,Central Arkansas,Slnd,8-24,-13.47,104.0,117.5,71.1,-.014,-3.28,103.1,106.3,+6.65
309,Charleston Southern,BSth,12-19,-13.49,103.2,116.7,68.2,+.007,-5.98,101.0,107.0,+3.84
310,Hampton,MEAC,14-17,-13.54,93.4,106.9,68.6,+.018,-10.05,99.1,109.1,+1.70
311,UC Riverside,BW,8-21,-13.63,92.3,105.9,67.9,-.055,-4.78,101.4,106.2,+1.84
312,Marist,MAAC,8-24,-13.63,100.7,114.3,66.9,+.013,-1.94,104.2,106.1,-0.37
313,Prairie View A&M,SWAC,13-20,-13.64,98.0,111.6,67.6,-.017,-8.65,99.4,108.1,+11.49
314,Binghamton,AE,12-20,-13.77,96.3,110.0,65.9,-.009,-5.33,102.2,107.5,-4.69
315,Nicholls St.,Slnd,14-17,-13.77,100.4,114.2,69.4,+.089,-3.88,103.0,106.9,+7.91
316,McNeese St.,Slnd,7-22,-14.01,96.3,110.3,69.9,-.057,-3.42,103.2,106.6,+7.94
317,Savannah St.,MEAC,13-16,-14.14,100.6,114.7,81.0,+.054,-10.10,98.8,108.9,+6.75
318,SIU Edwardsville,OVC,6-24,-14.15,95.0,109.2,69.2,-.041,-3.04,104.2,107.2,-0.01
319,Stetson,ASun,11-21,-14.45,100.9,115.4,72.4,-.002,-5.23,102.8,108.0,-5.51
320,North Texas,CUSA,8-22,-14.52,96.3,110.8,70.2,-.080,-4.66,101.5,106.2,-8.18
321,Maryland Eastern Shore,MEAC,14-20,-14.83,97.8,112.7,68.5,+.039,-7.48,100.7,108.2,+8.64
322,Western Carolina,SC,9-23,-15.11,90.0,105.1,66.8,+.027,+1.01,106.6,105.6,+5.83
323,Northern Arizona,BSky,9-23,-15.28,95.1,110.4,69.2,-.016,-6.17,101.9,108.1,-3.31
324,Morgan St.,MEAC,14-16,-15.47,91.2,106.6,67.7,+.038,-12.66,98.1,110.7,-3.20
325,Southern Miss,CUSA,9-22,-15.52,93.0,108.5,65.5,-.032,-3.41,102.3,105.7,-3.60
326,Southern,SWAC,15-18,-15.70,97.9,113.6,68.5,+.038,-12.49,96.7,109.2,+1.38
327,Grambling St.,SWAC,15-17,-16.24,96.5,112.7,67.1,+.049,-12.33,97.5,109.9,-0.83
328,VMI,SC,6-24,-16.27,97.6,113.8,69.1,-.034,-0.28,105.6,105.8,+0.51
329,Jackson St.,SWAC,14-18,-16.36,92.8,109.1,64.3,+.032,-11.84,98.1,109.9,+2.06
330,Lafayette,Pat,9-21,-16.79,96.6,113.3,69.3,+.059,-3.76,100.9,104.7,-3.93
331,UC Santa Barbara,BW,6-22,-17.84,91.3,109.2,64.1,+.009,-2.90,102.4,105.3,+6.96
332,Idaho St.,BSky,6-26,-17.91,97.9,115.8,68.9,-.053,-2.67,104.3,107.0,+4.84
333,Southern Utah,BSky,6-27,-18.33,101.3,119.7,71.4,-.014,-5.16,102.2,107.4,-1.35
334,Hartford,AE,9-23,-18.41,92.5,110.9,68.5,+.073,-5.68,101.9,107.6,-6.59
335,Chicago St.,WAC,6-26,-18.60,92.3,110.9,67.1,-.009,+2.04,104.9,102.9,+5.59
336,South Carolina St.,MEAC,11-20,-19.47,99.0,118.5,68.3,+.067,-6.44,100.6,107.1,+16.17
337,Maine,AE,7-25,-19.62,91.1,110.7,68.0,+.005,-3.76,103.4,107.2,-2.96
338,Howard,MEAC,10-24,-19.79,90.4,110.2,68.1,-.022,-7.93,100.6,108.5,+8.33
339,Delaware St.,MEAC,10-22,-20.10,94.2,114.3,65.8,+.007,-9.05,100.4,109.5,+3.33
340,Bethune Cookman,MEAC,10-22,-20.45,95.0,115.4,68.3,-.011,-11.77,98.5,110.3,-2.61
341,Central Connecticut,NEC,6-23,-20.99,93.0,113.9,64.9,-.023,-8.26,99.3,107.6,-4.07
342,Alabama St.,SWAC,8-23,-21.65,91.1,112.8,68.4,-.007,-9.97,99.0,109.0,+2.65
343,Coppin St.,MEAC,8-24,-21.99,93.6,115.6,68.8,+.002,-7.35,100.5,107.9,+7.37
344,Mississippi Valley St.,SWAC,7-25,-22.54,95.8,118.3,71.3,+.025,-6.99,100.3,107.3,+11.61
345,Florida A&M,MEAC,6-23,-22.61,93.6,116.2,69.3,-.085,-13.29,97.6,110.8,-4.68
346,St. Francis NY,NEC,4-27,-24.13,87.9,112.1,67.2,-.037,-7.12,100.7,107.8,-1.44
347,Longwood,BSth,6-24,-25.15,92.2,117.3,70.5,+.017,-5.80,101.5,107.3,-0.55
348,Arkansas Pine Bluff,SWAC,7-25,-25.28,85.7,111.0,67.6,-.010,-9.35,100.4,109.7,+2.79
349,North Carolina A&T,MEAC,3-29,-27.71,95.4,123.1,62.8,-.086,-9.40,98.7,108.1,+0.08
350,Presbyterian,BSth,5-25,-29.20,88.9,118.1,64.1,+.018,-4.36,102.8,107.1,+2.25
351,Alabama A&M,SWAC,2-27,-30.34,91.4,121.8,64.3,-.075,-10.15,98.7,108.9,+1.08
