Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOC AdjEM,SOC OppO,SOC OppD,NCSOS AdjEM
19,Purdue,B10,27-8,+23.12,117.0,93.9,69.1,+.016,+9.00,109.6,100.6,-2.38
20,Michigan,B10,26-12,+23.05,122.3,99.2,63.1,-.025,+10.76,110.3,99.5,-0.53
21,Wisconsin,B10,27-10,+22.99,115.1,92.1,63.4,-.003,+10.00,110.6,100.6,-1.29
22,Oklahoma St.,B12,20-13,+22.48,126.0,103.5,70.4,-.071,+14.42,112.0,97.6,+3.07
23,Cincinnati,Amer,30-6,+22.18,114.9,92.8,63.5,+.026,+4.17,107.1,103.0,-0.47
24,South Carolina,SEC,26-11,+20.80,108.9,88.1,68.6,-.005,+10.63,110.2,99.5,+1.93
25,Butler,BE,25-9,+20.76,117.7,97.0,65.9,+.002,+10.81,110.8,100.0,+5.12
26,Florida St.,ACC,26-9,+20.06,115.5,95.5,71.3,+.039,+8.82,110.6,101.8,-3.95
27,Notre Dame,ACC,26-10,+19.74,118.1,98.4,67.0,+.024,+10.24,110.1,99.8,-3.85
28,Creighton,BE,25-10,+18.83,115.3,96.5,71.2,+.004,+8.97,110.3,101.3,-1.24
29,TCU,B12,24-15,+17.51,114.5,97.0,67.1,-.008,+11.28,110.6,99.3,-3.16
30,Kansas St.,B12,21-14,+17.44,113.0,95.6,66.2,-.029,+11.56,110.6,99.0,-5.31
31,Xavier,BE,24-14,+16.70,115.7,99.0,67.2,+.044,+11.73,111.2,99.5,+5.32
32,Marquette,BE,19-13,+16.58,120.8,104.2,70.1,-.058,+9.03,109.1,100.1,-2.16
33,Vanderbilt,SEC,19-16,+16.53,112.4,95.9,65.8,-.048,+11.43,110.1,98.7,+6.30
34,Rhode Island,A10,25-10,+16.26,111.5,95.2,66.4,-.033,+4.27,106.8,102.5,+1.62
35,Arkansas,SEC,26-10,+16.25,116.1,99.8,69.7,+.086,+8.37,108.6,100.2,-1.55
36,Wake Forest,ACC,19-14,+16.25,120.9,104.7,70.7,-.043,+10.54,111.1,100.6,+4.51
37,Minnesota,B10,24-10,+16.00,109.7,93.7,69.5,+.022,+8.09,108.9,100.8,-1.81
38,Northwestern,B10,24-12,+15.81,111.3,95.5,65.6,+.019,+8.32,109.0,100.7,-3.23
39,Dayton,A10,24-8,+15.57,111.9,96.3,68.4,-.021,+3.64,105.9,102.3,+2.53
40,Michigan St.,B10,20-15,+15.51,111.4,95.9,66.9,-.011,+10.99,110.6,99.6,+4.01
41,Texas Tech,B12,18-14,+15.11,112.6,97.5,63.8,-.082,+7.89,109.5,101.6,-11.69
42,Miami FL,ACC,21-12,+15.03,109.9,94.9,63.0,+.031,+9.39,110.7,101.3,-4.48
43,Middle Tennessee,CUSA,31-5,+14.95,112.2,97.2,64.6,+.011,-0.93,104.4,105.3,+3.86
44,Indiana,B10,18-16,+14.49,116.1,101.6,68.4,-.090,+9.11,109.6,100.5,-5.48
45,Clemson,ACC,17-16,+14.46,114.9,100.5,66.4,-.064,+10.32,110.8,100.5,+2.12
46,Maryland,B10,24-9,+14.34,113.1,98.7,67.2,+.061,+7.74,108.3,100.6,-1.10
47,Utah,P12,20-12,+14.20,113.5,99.3,68.7,-.099,+3.36,106.0,102.7,-6.19
48,VCU,A10,26-9,+14.07,110.1,96.0,68.8,+.026,+3.65,105.8,102.2,+0.91
49,Illinois St.,MVC,28-7,+14.00,107.6,93.6,64.9,+.081,+0.99,104.5,103.5,-0.69
50,Virginia Tech,ACC,22-11,+13.80,117.3,103.5,68.4,+.053,+8.23,110.0,101.7,-7.98
51,Seton Hall,BE,21-12,+13.63,109.4,95.8,67.5,+.058,+9.65,110.2,100.6,-2.11
52,Houston,Amer,21-11,+13.61,113.5,99.9,65.4,-.032,+2.32,105.0,102.7,-3.28
53,USC,P12,26-10,+13.45,114.2,100.7,68.7,+.079,+5.49,108.8,103.3,-3.37
54,Nevada,MWC,28-7,+13.31,114.6,101.3,69.7,+.055,+1.29,104.5,103.2,-1.12
55,Syracuse,ACC,19-15,+13.31,115.7,102.3,66.8,-.048,+7.20,108.3,101.1,-3.21
56,Alabama,SEC,19-15,+13.08,105.3,92.2,65.1,-.055,+7.16,108.1,100.9,-1.64
57,Tennessee,SEC,16-16,+12.62,110.1,97.5,69.4,-.053,+11.20,109.3,98.1,+6.58
58,Princeton,Ivy,23-7,+12.61,109.0,96.4,63.2,+.007,-1.08,103.9,105.0,+2.17
59,UNC Wilmington,CAA,29-6,+12.46,118.0,105.5,70.3,+.039,+0.40,105.1,104.7,+2.17
60,Providence,BE,20-13,+12.43,108.5,96.0,66.2,+.014,+7.90,109.1,101.2,-4.48
61,Georgia,SEC,19-15,+12.39,108.7,96.3,67.1,+.015,+10.96,109.9,99.0,+4.54
62,California,P12,21-13,+12.13,104.9,92.7,65.7,-.012,+5.01,107.1,102.1,-2.42
63,Vermont,AE,29-6,+11.67,111.1,99.4,64.5,+.053,-4.42,103.0,107.4,+1.65
64,Texas A&M,SEC,16-15,+11.49,108.7,97.3,64.5,-.042,+7.97,109.4,101.5,-1.94
65,Oklahoma,B12,11-20,+11.49,107.4,95.9,70.0,-.102,+14.13,112.5,98.3,+1.16
66,Illinois,B10,20-15,+11.31,107.2,95.8,66.7,+.028,+8.41,109.6,101.2,-0.16
67,East Tennessee St.,SC,27-8,+11.10,108.0,96.9,70.1,+.005,-1.17,105.4,106.6,+0.38
68,UCF,Amer,24-12,+10.91,104.2,93.3,66.0,+.022,+2.82,105.4,102.6,-6.71
69,Georgetown,BE,14-18,+10.72,108.4,97.7,68.6,-.102,+9.68,110.9,101.3,+1.85
70,Texas,B12,11-22,+10.51,104.2,93.7,67.6,-.105,+13.92,112.8,98.9,+1.81
71,Iowa,B10,19-15,+10.48,113.0,102.5,71.2,+.011,+6.95,108.0,101.1,-3.60
72,Colorado,P12,19-15,+10.30,112.6,102.3,67.7,-.050,+5.25,107.7,102.4,-0.92
73,Ohio St.,B10,17-15,+10.20,111.2,101.0,68.0,-.054,+6.78,107.4,100.6,-4.55
74,Mississippi,SEC,22-14,+10.16,111.1,100.9,71.6,+.062,+7.31,107.8,100.5,-0.73
75,UT Arlington,SB,27-9,+9.80,110.6,100.8,70.6,+.038,-0.01,104.0,104.0,+6.30
76,Bucknell,Pat,26-9,+9.38,109.7,100.3,70.0,+.006,-3.62,101.4,105.0,+0.89
77,Georgia Tech,ACC,21-16,+9.00,100.0,91.0,68.2,+.069,+8.41,110.2,101.7,-5.28
78,San Diego St.,MWC,19-14,+8.99,104.0,95.1,64.9,-.101,+0.95,104.5,103.6,-1.88
79,Pittsburgh,ACC,16-17,+8.72,112.4,103.7,65.4,+.044,+10.42,110.9,100.4,+0.08
80,BYU,WCC,22-12,+8.66,109.1,100.5,75.6,+.006,+0.24,104.2,104.0,-1.86
81,Monmouth,MAAC,27-7,+8.61,109.1,100.5,72.4,+.070,-2.63,103.6,106.2,+2.02
82,Auburn,SEC,18-14,+8.52,111.9,103.3,73.6,+.045,+6.99,107.5,100.5,+1.35
83,Belmont,OVC,23-7,+8.17,110.8,102.7,68.0,+.069,-1.36,103.9,105.2,+3.64
84,New Mexico St.,WAC,28-6,+7.89,110.5,102.6,67.9,+.063,-4.52,101.0,105.6,-4.82
85,Davidson,A10,17-15,+7.70,108.4,100.7,68.5,-.031,+4.23,106.9,102.6,+1.87
86,Colorado St.,MWC,24-12,+7.67,108.5,100.9,66.7,+.024,+1.28,104.3,103.0,-1.29
87,Penn St.,B10,15-18,+7.30,104.5,97.2,70.4,-.013,+8.52,108.5,100.0,+0.43
88,Mississippi St.,SEC,16-16,+7.27,106.6,99.3,68.9,-.032,+5.29,106.3,101.0,-6.24
89,College of Charleston,CAA,25-10,+7.25,106.2,98.9,64.5,+.054,-0.07,105.8,105.8,-0.04
90,Cal St. Bakersfield,WAC,25-10,+7.24,100.9,93.7,67.2,+.014,-0.84,103.0,103.8,-1.22
91,St. Bonaventure,A10,20-12,+7.23,109.0,101.8,68.8,-.027,+0.05,104.7,104.7,-4.39
92,Richmond,A10,22-13,+7.21,110.0,102.8,68.9,+.043,+2.92,105.4,102.4,-1.89
93,Louisiana Tech,CUSA,23-10,+7.06,107.9,100.9,68.5,-.062,-5.77,100.9,106.7,-6.32
94,Boise St.,MWC,20-12,+7.00,109.2,102.2,69.5,+.032,+3.39,106.1,102.7,+1.38
95,Saint Peter's,MAAC,23-13,+6.67,102.5,95.9,61.3,-.024,-2.64,104.0,106.6,-2.34
96,Connecticut,Amer,16-17,+6.53,105.2,98.7,65.0,-.047,+5.67,107.4,101.7,+5.25
97,Loyola Chicago,MVC,18-14,+6.45,108.9,102.5,65.8,-.104,-0.50,103.4,103.9,-4.35
98,Fresno St.,MWC,20-13,+6.37,104.6,98.2,68.5,-.001,+2.50,105.8,103.3,-2.36
99,St. John's,BE,14-19,+6.26,109.0,102.7,73.3,-.039,+9.18,109.6,100.4,-2.77
100,Akron,MAC,27-9,+6.10,112.6,106.4,66.3,+.084,-1.48,104.2,105.7,-5.23
101,Memphis,Amer,19-13,+6.02,107.0,101.0,68.4,+.026,+1.65,104.7,103.0,-4.46
102,Stanford,P12,14-17,+5.91,104.8,98.9,68.3,-.008,+8.53,110.2,101.6,+6.04
103,Oakland,Horz,25-9,+5.90,105.0,99.1,71.9,-.011,-4.10,102.8,106.9,-5.42
104,Valparaiso,Horz,24-9,+5.82,106.3,100.5,67.2,+.069,-2.87,103.0,105.8,+0.08
105,Ohio,MAC,20-11,+5.73,105.6,99.9,70.4,-.072,-2.90,103.5,106.4,-6.82
106,Furman,SC,23-12,+5.21,107.0,101.7,66.1,+.010,-1.50,104.6,106.1,+0.19
107,Nebraska,B10,12-19,+5.14,105.0,99.8,68.1,+.011,+11.37,111.2,99.8,+6.66
108,Florida Gulf Coast,ASun,26-8,+5.07,109.4,104.4,65.9,+.037,-4.80,103.7,108.5,+2.14
109,North Carolina St.,ACC,15-17,+4.98,112.6,107.6,70.3,+.019,+7.58,108.6,101.0,-6.15
110,UNC Asheville,BSth,23-10,+4.85,107.4,102.5,68.3,+.012,-4.96,102.0,107.0,+6.43
111,San Francisco,WCC,20-13,+4.74,102.8,98.0,69.1,+.008,-1.24,104.0,105.2,-5.69
112,Harvard,Ivy,18-10,+4.73,106.7,101.9,67.0,-.070,-2.82,102.9,105.7,-0.82
113,Winthrop,BSth,26-7,+4.53,106.1,101.6,71.1,+.029,-7.13,100.7,107.8,+1.93
114,Chattanooga,SC,19-12,+4.32,106.6,102.3,65.5,-.010,-1.12,105.5,106.6,+2.21
115,Lehigh,Pat,20-12,+4.23,107.5,103.3,69.6,-.034,-2.53,101.9,104.4,+3.52
116,Towson,CAA,20-13,+4.22,105.5,101.2,67.9,-.009,-0.59,105.1,105.7,-1.51
117,Iona,MAAC,22-13,+4.20,110.8,106.6,70.6,+.013,-1.94,103.7,105.7,-0.05
118,Temple,Amer,16-16,+3.93,108.3,104.3,67.1,+.015,+3.27,105.0,101.8,+0.71
119,New Mexico,MWC,17-14,+3.44,106.5,103.1,68.8,+.024,+2.14,105.4,103.2,-1.32
120,Old Dominion,CUSA,19-12,+3.44,100.7,97.2,61.1,-.013,-2.40,104.0,106.4,+1.50
121,UNC Greensboro,SC,25-10,+3.19,107.7,104.5,66.9,+.110,-1.56,104.9,106.4,-1.63
122,Buffalo,MAC,17-15,+3.14,105.3,102.2,71.4,-.053,-0.41,105.3,105.7,+2.55
123,George Mason,A10,20-14,+3.14,107.3,104.2,68.8,+.027,+0.53,103.5,103.0,-3.55
124,Arkansas St.,SB,20-12,+2.99,106.3,103.3,67.3,+.022,-1.48,103.6,105.0,+3.26
125,Santa Clara,WCC,17-16,+2.81,105.5,102.7,62.6,-.014,+0.38,103.5,103.2,-4.47
126,Arizona St.,P12,15-18,+2.81,111.9,109.1,70.0,+.035,+6.49,108.6,102.1,-1.06
127,Wyoming,MWC,23-15,+2.78,104.8,102.0,72.9,-.004,-1.08,104.1,105.2,-2.10
128,Toledo,MAC,17-17,+2.69,108.8,106.1,66.4,-.081,-0.96,105.0,106.0,+0.52
129,Albany,AE,21-14,+2.66,107.5,104.9,64.2,-.038,-5.16,101.8,106.9,-2.00
130,Utah St.,MWC,15-17,+2.42,106.9,104.5,66.6,-.066,+1.99,105.1,103.1,-0.45
131,Georgia St.,SB,20-13,+2.40,103.9,101.5,68.6,+.014,-1.27,104.3,105.6,+2.23
132,George Washington,A10,20-15,+2.32,107.7,105.3,65.8,+.067,+1.38,104.4,103.0,-1.71
133,William & Mary,CAA,17-14,+2.28,111.9,109.7,70.9,-.003,+0.51,105.8,105.3,+1.05
134,Missouri St.,MVC,17-16,+2.27,108.3,106.0,66.2,-.055,-0.26,103.6,103.9,-6.25
135,Rutgers,B10,15-18,+2.23,101.5,99.3,66.2,+.006,+6.70,107.5,100.8,-9.39
136,Elon,CAA,18-14,+2.19,104.4,102.2,67.8,-.021,-0.77,105.4,106.2,-1.75
137,Troy,SB,22-15,+2.04,109.7,107.6,68.1,-.023,-2.86,102.4,105.3,-6.78
138,Northern Kentucky,Horz,24-11,+1.91,106.8,104.9,68.0,+.073,-3.35,102.9,106.3,-2.55
139,UC Irvine,BW,21-15,+1.86,101.8,100.0,66.5,-.011,-3.29,102.4,105.7,+6.93
140,La Salle,A10,15-15,+1.80,110.6,108.7,68.7,+.028,+2.18,105.0,102.8,+1.13
141,Kent St.,MAC,22-14,+1.68,104.9,103.3,68.3,+.024,-1.92,104.4,106.3,-5.91
142,Wofford,SC,16-17,+1.54,109.9,108.4,66.7,-.067,+0.90,105.6,104.7,+6.75
143,South Dakota,Sum,22-12,+1.48,104.2,102.7,70.7,+.066,-2.62,105.4,108.1,-1.86
144,Tulsa,Amer,15-17,+1.44,104.3,102.9,68.2,+.055,+4.59,105.8,101.2,+2.08
145,Mercer,SC,15-17,+1.37,109.6,108.2,61.7,-.064,+0.10,105.4,105.3,+3.55
146,Louisiana Lafayette,SB,21-12,+1.29,111.1,109.8,72.2,+.034,-2.71,102.6,105.3,-4.27
147,Utah Valley,WAC,17-17,+1.25,101.0,99.7,73.0,-.085,-1.13,102.6,103.8,+1.42
148,Eastern Michigan,MAC,16-17,+1.20,106.1,104.9,68.1,-.078,+0.58,106.6,106.0,+5.08
149,Marshall,CUSA,20-15,+1.13,110.8,109.7,77.6,+.027,-1.36,103.3,104.7,+0.72
150,Southern Illinois,MVC,17-16,+1.09,104.8,103.7,65.4,+.047,+1.18,104.2,103.0,-2.95
151,Yale,Ivy,18-11,+1.01,106.2,105.2,68.2,+.055,-2.03,103.6,105.7,-1.36
152,Grand Canyon,WAC,22-9,+0.97,101.6,100.6,68.9,+.078,-5.95,100.3,106.2,-7.80
153,Fort Wayne,Sum,20-13,+0.84,108.8,108.0,71.6,-.025,-3.36,105.4,108.7,-4.33
154,Evansville,MVC,16-17,+0.83,104.1,103.2,66.8,-.024,+1.09,104.7,103.6,-2.40
155,Rice,CUSA,23-12,+0.73,107.8,107.1,72.7,-.028,-5.44,101.2,106.7,-6.25
156,Missouri,SEC,8-24,+0.64,101.5,100.9,68.0,-.160,+6.83,108.1,101.3,-5.07
157,Jacksonville St.,OVC,20-15,+0.63,105.8,105.2,63.6,+.028,-1.68,104.2,105.9,+0.61
158,Massachusetts,A10,15-18,+0.63,100.6,100.0,71.9,-.042,+0.85,104.9,104.1,-4.53
159,Northeastern,CAA,15-16,+0.63,107.0,106.4,66.1,-.014,+0.90,105.4,104.5,+2.41
160,Tennessee St.,OVC,17-13,+0.59,100.3,99.7,67.0,-.016,-2.29,104.6,106.9,+3.55
161,North Carolina Central,MEAC,25-9,+0.36,102.2,101.9,66.7,-.055,-12.44,97.7,110.1,-0.66
162,Western Michigan,MAC,16-16,+0.36,107.1,106.8,67.9,-.016,-0.54,105.4,106.0,+1.99
163,Washington,P12,9-22,+0.34,107.7,107.4,71.1,-.103,+6.87,109.5,102.6,-2.27
164,Wright St.,Horz,20-12,+0.34,106.5,106.2,69.0,+.056,-2.21,103.0,105.3,+0.85
165,Lipscomb,ASun,20-13,+0.30,107.3,107.0,74.2,-.017,-4.59,103.2,107.8,+1.17
166,Samford,SC,20-16,+0.26,107.8,107.5,68.6,-.036,-2.56,103.9,106.4,-3.56
167,North Dakota St.,Sum,19-11,+0.19,104.6,104.4,66.7,+.081,-1.93,105.5,107.5,+0.50
168,North Dakota,BSky,22-10,+0.04,103.6,103.5,71.5,+.048,-5.66,103.0,108.6,+3.24
169,Northern Iowa,MVC,14-16,+0.01,97.6,97.6,63.5,+.054,+4.51,107.2,102.7,+7.99
170,Siena,MAAC,17-17,-0.16,106.2,106.3,68.7,-.009,-1.16,104.6,105.7,+5.47
171,Penn,Ivy,13-15,-0.20,102.6,102.8,66.7,-.054,-1.68,103.5,105.2,+0.20
172,LSU,SEC,10-21,-0.25,109.7,109.9,71.9,+.008,+9.25,108.7,99.5,+2.91
173,Boston College,ACC,9-23,-0.27,103.9,104.2,71.1,-.032,+8.18,110.4,102.2,-6.42
174,Texas St.,SB,22-14,-0.36,101.3,101.7,62.3,+.016,-4.36,102.3,106.6,-7.98
175,Loyola Marymount,WCC,15-15,-0.40,103.0,103.4,67.2,+.025,-0.07,104.8,104.9,-5.03
176,Nebraska Omaha,Sum,18-14,-0.40,108.6,109.0,73.8,+.086,-0.59,106.2,106.8,+4.11
177,Texas A&M Corpus Chris,Slnd,24-12,-0.49,102.8,103.3,68.8,+.062,-6.00,101.8,107.8,+2.40
178,New Orleans,Slnd,20-12,-0.52,101.3,101.8,66.2,+.046,-5.29,102.3,107.6,+8.32
179,Weber St.,BSky,20-14,-0.54,108.5,109.0,67.0,-.030,-4.67,103.2,107.9,+1.43
180,Ball St.,MAC,21-13,-0.62,104.7,105.3,71.1,+.041,-3.92,103.2,107.1,-10.95
181,Gardner Webb,BSth,19-14,-0.76,102.7,103.5,70.8,-.041,-5.65,101.5,107.1,+4.28
182,New Hampshire,AE,20-12,-0.80,102.3,103.2,65.4,+.063,-4.58,102.6,107.1,-0.50
183,DePaul,BE,9-23,-1.05,103.5,104.5,67.7,-.069,+6.99,108.8,101.8,-7.12
184,Saint Joseph's,A10,11-20,-1.05,102.2,103.3,68.4,-.032,+3.35,106.0,102.7,+3.33
185,South Dakota St.,Sum,18-17,-1.19,110.2,111.4,67.2,+.029,-0.59,104.9,105.5,+1.66
186,Eastern Washington,BSky,22-12,-1.25,109.6,110.8,66.7,+.082,-5.14,103.0,108.2,+2.16
187,Canisius,MAAC,18-16,-1.27,108.7,109.9,69.6,+.005,-2.77,103.0,105.8,-1.07
188,Hofstra,CAA,15-17,-1.35,111.1,112.4,67.7,-.034,-1.44,104.1,105.6,-2.82
189,Denver,Sum,16-14,-1.41,107.7,109.2,66.8,-.007,-3.65,103.9,107.5,-4.94
190,Green Bay,Horz,18-14,-1.45,102.0,103.4,74.0,+.032,-2.88,103.9,106.8,-0.33
191,East Carolina,Amer,15-18,-1.49,97.0,98.5,66.9,+.013,+0.53,105.0,104.5,-10.91
192,Boston University,Pat,18-14,-1.68,101.7,103.4,69.6,+.003,-4.10,101.8,105.9,-0.77
193,Washington St.,P12,13-18,-1.73,104.4,106.1,67.7,+.067,+6.36,109.2,102.9,-3.03
194,Montana,BSky,16-16,-2.06,106.1,108.2,66.7,-.050,-4.94,103.5,108.4,+0.79
195,Georgia Southern,SB,18-15,-2.08,105.2,107.3,68.5,+.049,-1.26,104.6,105.9,+1.82
196,UAB,CUSA,17-16,-2.52,103.9,106.4,66.1,-.008,-2.45,103.6,106.0,+0.08
197,Murray St.,OVC,16-17,-2.61,107.2,109.8,68.7,-.087,-4.05,103.6,107.6,+0.01
198,IUPUI,Sum,14-18,-2.76,107.0,109.8,69.3,-.036,-0.64,105.7,106.3,+3.64
199,Indiana St.,MVC,11-20,-2.78,99.6,102.3,69.7,-.009,+2.47,105.2,102.7,+1.71
200,UTEP,CUSA,15-17,-2.93,99.7,102.7,66.3,-.035,-3.51,102.9,106.4,-2.74
201,UMBC,AE,21-13,-2.97,107.9,110.9,71.0,+.029,-6.24,101.3,107.5,-3.41
202,Fordham,A10,13-19,-3.05,97.0,100.0,64.3,-.023,+0.87,104.8,103.9,-3.14
203,Morehead St.,OVC,14-16,-3.06,106.7,109.8,68.7,-.005,-1.00,105.2,106.2,+4.42
204,Fairfield,MAAC,16-15,-3.30,99.8,103.1,69.2,+.038,-2.85,103.8,106.7,-2.55
205,Northern Illinois,MAC,15-17,-3.47,98.9,102.4,66.8,-.038,-2.50,104.1,106.6,-5.54
206,Navy,Pat,16-16,-3.47,99.9,103.4,64.2,-.012,-4.19,101.5,105.7,-3.30
207,Coastal Carolina,SB,20-19,-3.56,101.8,105.4,68.8,+.050,-1.39,103.8,105.2,+1.16
208,Rider,MAAC,18-15,-3.70,100.9,104.6,72.2,+.047,-4.42,102.6,107.0,-6.04
209,Mount St. Mary's,NEC,20-16,-3.86,99.5,103.4,66.8,+.074,-4.49,102.0,106.5,+11.52
210,Tennessee Martin,OVC,22-13,-3.92,106.7,110.6,67.5,+.118,-4.47,102.9,107.3,-2.34
211,Liberty,BSth,21-14,-3.93,99.9,103.8,62.7,+.037,-6.25,102.1,108.4,+2.89
212,Texas Southern,SWAC,23-12,-4.04,103.5,107.5,68.6,+.125,-8.49,100.2,108.7,+12.68
213,Stony Brook,AE,18-14,-4.10,101.8,105.9,65.9,+.050,-5.85,101.9,107.8,-3.28
214,San Jose St.,MWC,14-16,-4.10,100.4,104.5,70.8,+.077,+1.21,105.4,104.2,-4.42
215,Holy Cross,Pat,15-17,-4.23,98.7,102.9,60.4,+.022,-3.00,102.1,105.1,+0.22
216,Idaho,BSky,19-14,-4.23,101.8,106.0,66.5,+.031,-5.98,102.5,108.5,-1.34
217,Bradley,MVC,13-20,-4.29,98.4,102.7,67.7,+.018,+2.40,105.9,103.5,+0.41
218,UC Davis,BW,23-13,-4.41,97.8,102.2,68.9,+.131,-5.31,100.8,106.1,-0.94
219,UMKC,WAC,18-17,-4.42,103.0,107.4,70.7,+.065,-1.63,103.5,105.1,+0.61
220,Eastern Illinois,OVC,14-15,-4.83,100.1,105.0,68.6,-.049,-4.96,102.7,107.7,-3.33
221,Houston Baptist,Slnd,17-14,-5.08,105.2,110.2,70.3,+.052,-3.50,102.7,106.2,+13.67
222,Air Force,MWC,12-21,-5.22,104.3,109.5,67.1,-.065,+0.29,104.4,104.1,-6.10
223,James Madison,CAA,10-23,-5.31,98.8,104.1,64.0,-.065,-0.84,105.9,106.7,-2.90
224,Duquesne,A10,10-22,-5.32,101.9,107.3,70.0,-.075,-1.27,103.1,104.3,-8.24
225,Long Beach St.,BW,15-19,-5.48,104.6,110.1,69.5,+.036,-1.65,103.0,104.6,+12.57
226,Lamar,Slnd,19-15,-5.58,103.1,108.7,68.1,-.014,-7.05,100.2,107.2,-3.82
227,Loyola MD,Pat,16-17,-5.82,98.4,104.2,66.2,+.067,-3.12,102.1,105.2,+0.14
228,Southeast Missouri St.,OVC,15-18,-5.87,103.4,109.3,68.6,-.038,-4.43,103.2,107.6,-2.94
229,Central Michigan,MAC,16-16,-6.01,111.6,117.6,75.3,+.053,-2.21,103.2,105.4,-5.47
230,Army,Pat,13-19,-6.04,98.6,104.7,71.4,-.063,-4.56,101.4,106.0,-3.96
231,Southeastern Louisiana,Slnd,16-16,-6.06,97.8,103.9,67.1,-.054,-7.56,101.0,108.6,-3.61
232,Western Kentucky,CUSA,15-17,-6.15,103.0,109.1,65.8,+.048,-3.19,103.0,106.2,-3.64
233,Stephen F. Austin,Slnd,18-15,-6.19,96.7,102.9,66.3,+.040,-5.65,102.1,107.7,+1.84
234,Sam Houston St.,Slnd,21-13,-6.19,97.2,103.4,70.0,+.101,-6.44,101.4,107.8,+2.70
235,Columbia,Ivy,11-16,-6.26,101.1,107.3,68.9,-.022,-3.35,102.7,106.0,-4.00
236,Oral Roberts,Sum,8-22,-6.30,104.4,110.7,69.1,-.077,+1.85,106.9,105.1,+8.64
237,Charlotte,CUSA,13-17,-6.35,103.1,109.5,72.8,+.033,-2.08,103.3,105.4,+1.69
238,Illinois Chicago,Horz,17-19,-6.40,101.1,107.5,72.1,+.014,-4.16,101.7,105.9,-5.26
239,Portland St.,BSky,15-16,-6.50,104.3,110.8,72.6,-.057,-6.52,101.9,108.5,-0.17
240,Montana St.,BSky,16-16,-6.51,103.1,109.6,69.3,-.025,-6.68,103.4,110.1,-2.98
241,Tulane,Amer,6-25,-6.58,102.6,109.2,70.4,-.075,+3.43,105.1,101.6,-1.30
242,Cleveland St.,Horz,9-22,-6.65,96.5,103.1,65.4,-.090,-1.08,104.9,105.9,+4.85
243,South Alabama,SB,14-18,-6.76,98.7,105.5,69.7,+.012,-2.76,103.7,106.4,-5.95
244,USC Upstate,ASun,17-16,-6.89,104.2,111.1,68.4,+.016,-4.65,103.5,108.2,-1.08
245,Little Rock,SB,15-17,-6.93,98.3,105.2,63.3,+.023,-4.09,103.6,107.7,-7.34
246,Pacific,WCC,11-22,-6.98,99.5,106.5,66.5,-.003,+1.02,105.0,103.9,-2.65
247,Wagner,NEC,16-14,-7.00,101.0,108.0,62.9,-.024,-8.95,98.8,107.8,-1.05
248,UNLV,MWC,11-21,-7.01,98.3,105.3,68.4,-.007,+0.96,105.2,104.3,-3.98
249,Bowling Green,MAC,13-19,-7.16,100.1,107.2,70.0,+.010,-1.80,103.9,105.7,-6.10
250,Drexel,CAA,9-23,-7.19,102.9,110.1,70.3,-.089,-1.26,104.6,105.8,-3.83
251,UTSA,CUSA,14-19,-7.25,95.4,102.7,68.1,+.016,-2.61,102.7,105.3,-0.41
